EXTRACT_DE,ORG_CAR_MAKER_KOR,TRVL,USE_YEAR
20230201,아우디,211000,13.3
20190901,혼다,199000,11.7
20240501,볼보,220000,15.9
20181101,벤츠,220000,14.0
20210901,스마트,157000,10.8
20180801,토요타,163000,9.0
20190201,벤츠,225000,14.1
20230801,닛산,193000,12.3
20160801,아우디,207000,13.3
20171001,아우디,177000,13.1
20170701,벤츠,232000,13.8
20231001,렉서스,237000,16.8
20200701,렉서스,225000,14.0
20200801,인피니티,182000,12.2
20220801,벤츠,211000,13.1
20180101,폭스바겐,204000,10.5
20220901,허머,222000,9.5
20201101,볼보,231000,14.7
20170401,크라이슬러,191000,12.1
20231001,토요타,206000,11.2
20210501,렉서스,231000,14.7
20180201,크라이슬러,179000,12.8
20220701,스즈키,188000,10.3
20191101,BMW,215000,13.4
20230801,아우디,207000,13.4
20220501,닛산,195000,12.4
20180301,렉서스,243000,12.4
20220701,BMW,218000,14.3
20200401,닛산,176000,10.9
20201101,토요타,170000,10.5
20210101,벤츠,220000,14.4
20231201,렉서스,218000,15.8
20191101,폭스바겐,202000,11.0
20161001,폭스바겐,175000,11.4
20180901,닛산,153000,9.9
20230401,아우디,205000,13.5
20160901,폭스바겐,179000,9.6
20230401,닛산,183000,12.3
20200201,스즈키,124000,9.9
20190501,아큐라,187000,8.1
20150801,폭스바겐,188000,11.2
20190301,토요타,173000,10.3
20220301,닛산,197000,11.1
20170901,올즈모빌,110000,7.8
20220501,볼보,202000,15.8
20170401,포드,191000,13.1
20230301,사브,157000,16.7
20161201,랜드로버,230000,12.6
20160701,미쓰비시,165000,11.4
20160701,아우디,216000,13.3
20160301,머큐리,291000,18.9
20230801,렉서스,234000,16.7
20200801,지프,230000,13.5
20160601,새턴,290000,5.1
20190201,볼보,205000,13.6
20231101,푸조,205000,12.4
20180901,크라이슬러,209000,12.6
20170501,아큐라,136000,9.8
20180301,아큐라,194000,12.0
20190501,푸조,220000,11.4
20190401,지프,243000,14.8
20221001,푸조,199000,12.2
20150701,이스즈,158000,11.9
20200701,지프,230000,13.6
20170401,스바루,151000,5.7
20230701,인피니티,201000,14.3
20160601,스바루,159000,6.1
20231001,미니,166000,12.6
20191101,크라이슬러,200000,13.0
20221101,토요타,174000,10.9
20160501,머큐리,153000,16.1
20191201,닷지,174000,16.2
20151201,렉서스,214000,11.6
20220801,아큐라,179000,14.8
20211201,인피니티,210000,13.6
20151101,캐딜락,195000,12.9
20200901,아큐라,134000,7.2
20170601,볼보,192000,13.6
20151001,아큐라,251000,12.2
20230201,마쯔다,148000,9.3
20180801,닛산,179000,9.1
20160701,볼보,213000,14.4
20151001,닷지,250000,17.2
20151201,닷지,211000,16.1
20210201,크라이슬러,195000,13.5
20230401,미니,167000,12.9
20190401,포드,188000,12.5
20210701,새턴,290000,16.0
20220701,포드,186000,12.8
20221001,지프,229000,14.2
20210701,볼보,221000,15.1
20180101,사브,206000,17.3
20230201,포드,195000,12.7
20180101,LADA,290000,5.8
20240101,스바루,229000,11.6
20231201,스바루,229000,10.1
20171201,포르쉐,152000,7.3
20200801,닛산,166000,10.7
20161001,크라이슬러,169000,12.2
20151101,포드,198000,11.9
20210701,뷰익,300000,6.3
20160801,포드,180000,12.4
20161001,포드,196000,14.0
20181001,미니,128000,9.0
20220501,미니,150000,12.3
20200601,미니,148000,11.6
20161201,미니,160000,10.0
20171201,미니,148000,9.2
20161101,렉서스,197000,11.2
20180401,마쯔다,165000,13.3
20190201,인피니티,179000,10.7
20220801,푸조,204000,12.8
20170101,미니,129000,11.3
20180301,폭스바겐,208000,11.3
20231101,시트로엥,183000,9.2
20240601,시트로엥,149000,9.6
20230601,시트로엥,180000,8.7
20231201,시트로엥,191000,9.5
20190401,크라이슬러,185000,13.0
20210101,크라이슬러,206000,13.7
20240101,지프,196000,12.2
20210301,지프,251000,14.7
20220801,지프,240000,14.5
20190501,링컨,211000,11.8
20180901,링컨,189000,11.7
20220401,포드,189000,14.1
20240201,포드,196000,13.4
20170101,포드,179000,13.7
20230801,포드,188000,12.9
20170501,링컨,188000,12.2
20230301,링컨,212000,12.7
20200101,링컨,182000,12.9
20160301,링컨,178000,12.3
20221201,링컨,226000,12.2
20210501,링컨,208000,12.1
20211001,링컨,173000,13.7
20230701,링컨,204000,12.5
20191201,링컨,193000,12.0
20231201,링컨,206000,13.2
20231001,링컨,205000,13.2
20190201,링컨,191000,13.2
20181201,링컨,193000,13.5
20160801,링컨,202000,13.0
20161201,폭스바겐,186000,10.2
20160101,크라이슬러,200000,11.4
20170101,지프,238000,16.7
20191101,지프,260000,13.2
20220201,지프,191000,14.3
20180301,포드,170000,13.7
20221201,캐딜락,163000,14.3
20210501,캐딜락,208000,13.7
20170301,캐딜락,218000,12.3
20180301,캐딜락,200000,14.1
20200601,캐딜락,178000,14.7
20180601,캐딜락,176000,13.8
20220701,캐딜락,192000,15.4
20150701,캐딜락,263000,15.6
20170701,푸조,196000,11.3
20220101,푸조,203000,12.7
20230301,푸조,207000,13.1
20170601,푸조,200000,10.4
20210901,푸조,194000,12.3
20240601,푸조,199000,13.1
20200101,포르쉐,184000,15.7
20200201,지프,219000,12.7
20161201,사브,203000,15.9
20160701,사브,164000,15.4
20200601,사브,202000,18.0
20161001,사브,186000,15.9
20230601,사브,211000,20.1
20160701,푸조,216000,10.4
20160801,푸조,212000,9.4
20230301,닷지,237000,17.7
20200301,닷지,219000,14.4
20240401,닷지,170000,15.0
20151101,닷지,203000,15.8
20230501,사브,183000,18.7
20180201,사브,212000,17.7
20200301,시트로엥,120000,5.3
20160501,캐딜락,178000,14.7
20220901,마이바흐,152000,16.4
20170501,지프,250000,15.5
20210601,피아트,123000,7.6
20210701,피아트,199000,7.3
20220101,재규어,205000,12.6
20230701,재규어,194000,11.6
20160701,재규어,184000,8.9
20211201,재규어,186000,12.5
20240501,재규어,209000,12.1
20161001,렉서스,209000,11.8
20160901,렉서스,216000,12.2
20240301,벤틀리,164000,12.4
20201201,벤틀리,308000,13.0
20211101,벤틀리,221000,13.8
20190901,재규어,173000,9.0
20230901,랜드로버,220000,13.8
20221201,랜드로버,228000,15.1
20240501,랜드로버,231000,13.2
20210701,랜드로버,207000,11.8
20190601,랜드로버,196000,14.4
20200301,랜드로버,259000,15.0
20190901,랜드로버,212000,12.1
20151101,랜드로버,204000,12.8
20151001,랜드로버,211000,12.6
20180601,랜드로버,185000,15.8
20181001,랜드로버,231000,14.8
20161001,재규어,213000,10.5
20221001,FOTON,148000,6.1
20240101,마세라티,114000,7.6
20210701,포르쉐,136000,14.1
20210901,포르쉐,117000,11.6
20240301,인피니티,205000,15.0
20180401,인피니티,155000,10.7
20221001,인피니티,196000,14.3
20170201,인피니티,146000,9.6
20211101,포르쉐,156000,14.4
20230101,포르쉐,214000,11.6
20210801,스바루,124000,10.1
20210101,스바루,103000,10.3
20221101,스바루,177000,11.5
20220801,스바루,274000,10.8
20180201,스바루,109000,7.2
20240501,스바루,219000,12.9
20210901,스바루,204000,9.9
20180901,스바루,183000,6.7
20170301,스바루,158000,5.3
20190501,스바루,106000,7.3
20190801,스바루,130000,8.3
20190501,포르쉐,130000,11.5
20220801,포르쉐,133000,8.8
20240401,미쓰비시,199000,18.4
20180501,미쓰비시,149000,10.9
20230301,미쓰비시,183000,14.0
20221101,북기은상,149000,5.8
20240201,북기은상,108000,6.1
20230401,북기은상,104000,5.6
20210601,포르쉐,198000,8.7
20240601,스마트,127000,8.0
20231101,Chevrolet,165000,16.8
20201201,스마트,183000,14.0
20160301,미쓰비시,193000,14.5
20230601,알파로메오,126000,17.5
20151201,닛산,137000,9.9
20190301,포르쉐,142000,11.6
20151001,오펠,119000,7.8
20181101,스마트,182000,12.6
20160301,폰티악,122000,18.7
20200901,이글,162000,22.9
20190401,이스즈,122000,25.1
20220101,폰티악,182000,27.3
20181001,Chevrolet,176000,17.9
20151201,시트로엥,172000,17.8
20181101,란치아,216000,21.2
20170801,시트로엥,250000,14.6
20160201,뷰익,263000,21.0
20171101,머큐리,152000,19.2
20200501,이글,219000,23.8
20211001,Chevrolet,144000,25.1
20170201,랜드로버,133000,21.3
20200701,폰티악,100000,25.7
20150901,재규어,186000,13.1
20180901,마쯔다,112000,16.7
20151101,머큐리,169000,21.3
20180301,머큐리,245000,23.4
20160701,머큐리,350000,22.8
20240601,머큐리,322000,29.8
20180401,머큐리,206000,23.8
20180201,머큐리,212000,23.4
20160601,마쯔다,202000,13.0
20180401,미쓰비시,184000,14.3
20150901,닛산,261000,13.1
20220701,스마트,182000,18.6
20180401,스마트,121000,14.8
20180701,마쯔다,146000,15.3
20190301,마쯔다,460000,16.1
20170401,미쓰비시,121000,7.3
20230301,GMC,210000,14.8
20180701,사이언,157000,11.1
20231001,스마트,245000,14.3
20180201,스마트,121000,8.9
20181001,이스즈,105000,21.7
20180101,이스즈,118000,16.4
20210901,르노,248000,17.8
20230901,사이언,138000,15.8
20180501,사이언,135000,8.6
20180601,아큐라,112000,9.8
20181001,스마트,106000,8.8
20160201,마쯔다,107000,14.7
20230701,스즈키,114000,9.2
20200301,벤츠,223000,14.3
20230801,볼보,233000,15.7
20230801,캐딜락,186000,13.7
20221101,닛산,201000,12.2
20171101,토요타,209000,12.7
20210101,포드,195000,13.0
20201201,폭스바겐,207000,11.7
20170701,인피니티,165000,9.3
20181201,혼다,181000,10.8
20171201,포드,202000,13.8
20171201,BMW,228000,14.8
20150801,포드,208000,11.9
20201001,볼보,231000,14.7
20230301,렉서스,230000,15.8
20190401,볼보,215000,14.8
20190601,혼다,207000,11.9
20170101,아우디,196000,12.6
20190801,토요타,179000,11.0
20211001,닷지,246000,17.4
20170101,혼다,189000,11.0
20170601,BMW,229000,13.7
20160101,뷰익,224000,8.7
20191001,포드,186000,12.9
20210901,아우디,200000,12.8
20220301,렉서스,233000,15.3
20161001,아우디,201000,12.9
20230801,닷지,205000,17.6
20211101,아우디,206000,13.2
20180501,폭스바겐,200000,10.5
20210201,BMW,216000,13.9
20240301,벤츠,218000,15.0
20230801,혼다,209000,15.0
20160201,Chevrolet,243000,14.5
20210401,마쯔다,148000,12.0
20230701,볼보,230000,15.3
20220901,토요타,177000,10.7
20190901,포드,177000,12.5
20211001,볼보,242000,15.1
20230401,폭스바겐,222000,13.4
20240301,혼다,218000,15.3
20160401,Chevrolet,165000,13.8
20180701,캐딜락,202000,14.5
20200701,닷지,229000,18.2
20200601,렉서스,239000,14.4
20170101,크라이슬러,184000,13.1
20240201,벤츠,211000,14.9
20180501,토요타,201000,9.9
20210901,포드,196000,12.8
20151201,볼보,185000,13.1
20181001,벤츠,218000,13.8
20151001,미쓰비시,161000,14.5
20160901,포드,195000,13.3
20180701,렉서스,232000,13.4
20210101,폭스바겐,214000,11.7
20150901,볼보,204000,13.4
20181201,닷지,222000,14.4
20240401,닛산,188000,13.0
20231101,혼다,206000,15.1
20200301,아우디,201000,12.7
20181101,폰티악,162000,22.5
20200901,벤츠,221000,13.6
20240401,포드,183000,12.5
20240401,포르쉐,213000,12.2
20211001,벤츠,231000,14.3
20220601,렉서스,254000,16.1
20220201,혼다,218000,14.1
20210501,토요타,237000,10.0
20170201,토요타,160000,9.7
20210701,폰티악,221000,9.1
20210101,렉서스,232000,14.6
20180901,BMW,212000,13.0
20190201,아우디,206000,12.5
20221201,Chevrolet,151000,9.3
20240601,폭스바겐,218000,13.4
20170901,혼다,207000,10.3
20200101,닷지,218000,15.8
20190501,벤츠,213000,14.1
20201201,푸조,199000,12.0
20200401,인피니티,183000,12.3
20180201,렉서스,229000,12.3
20180701,폭스바겐,199000,11.1
20170801,뷰익,160000,8.7
20230801,벤츠,220000,14.4
20220301,토요타,201000,12.0
20190501,폭스바겐,193000,10.8
20160601,토요타,195000,14.3
20230501,닛산,185000,12.1
20170301,푸조,199000,10.8
20230601,아우디,202000,13.5
20230101,아우디,206000,13.2
20210401,볼보,227000,15.4
20170501,혼다,196000,10.9
20230601,혼다,228000,15.2
20160601,렉서스,203000,10.9
20200501,아우디,191000,12.4
20161201,벤츠,230000,14.2
20231101,미니,160000,12.9
20230101,사이언,115000,11.8
20210601,닷지,179000,14.2
20240501,벤츠,215000,14.5
20220401,볼보,217000,15.8
20230301,크라이슬러,216000,14.9
20171201,스즈키,140000,10.1
20200101,아우디,194000,12.2
20220801,토요타,218000,11.1
20170701,포드,187000,12.8
20221101,스마트,200000,14.5
20170101,폭스바겐,195000,10.1
20190501,아우디,197000,12.3
20211001,포르쉐,205000,10.9
20180701,지프,243000,14.0
20201101,지프,241000,14.3
20220301,포르쉐,194000,15.0
20160201,토요타,175000,11.5
20230501,재규어,197000,12.2
20220601,마쯔다,160000,13.8
20190401,폭스바겐,202000,11.0
20230501,렉서스,230000,16.0
20160701,BMW,224000,14.3
20230201,지프,188000,11.9
20240101,아큐라,113000,13.7
20161101,미니,176000,7.8
20170801,폭스바겐,175000,10.9
20210601,미니,157000,10.9
20230901,미니,164000,13.6
20160101,토요타,170000,11.6
20230101,닷지,218000,15.3
20170401,벤츠,228000,15.0
20230601,렉서스,241000,16.3
20171201,아우디,206000,12.9
20160401,링컨,178000,12.2
20220101,닛산,178000,11.9
20201201,벤츠,217000,14.3
20220301,스마트,174000,15.3
20170201,벤츠,223000,13.8
20180401,사이언,188000,6.3
20201101,아큐라,209000,9.7
20220301,인피니티,195000,13.3
20220801,스마트,172000,13.0
20180201,미쓰비시,113000,15.6
20230601,닛산,188000,11.7
20171201,닛산,144000,8.3
20170501,머큐리,171000,19.1
20200701,스즈키,173000,7.6
20200401,미니,175000,12.2
20180601,닷지,229000,18.3
20191001,랜드로버,211000,11.9
20201001,닛산,177000,11.6
20170301,포드,193000,12.7
20170701,닷지,211000,18.8
20240101,인피니티,202000,13.8
20221101,렉서스,238000,15.9
20191101,미니,151000,10.9
20210301,인피니티,192000,12.4
20210801,지프,244000,13.1
20210301,머큐리,128000,13.9
20181101,아우디,187000,12.0
20150701,크라이슬러,197000,11.4
20181101,포드,188000,12.7
20210401,포드,186000,13.3
20200301,스마트,175000,12.6
20240601,인피니티,202000,14.7
20240401,랜드로버,219000,13.2
20240101,마쯔다,120000,14.5
20160601,푸조,191000,9.7
20210901,미니,154000,10.6
20240101,르노,213000,7.0
20170101,닛산,155000,6.9
20211201,링컨,202000,12.5
20210701,닷지,206000,14.2
20210201,미쓰비시,168000,10.3
20210601,Chevrolet,119000,17.0
20221201,미니,163000,12.4
20220101,볼보,209000,14.2
20200501,링컨,200000,13.1
20160101,닷지,232000,16.6
20150701,닷지,242000,18.0
20200701,Chevrolet,198000,19.9
20240201,닷지,168000,15.6
20210201,닷지,220000,15.6
20230401,지프,234000,14.5
20190401,마쯔다,210000,5.8
20190601,Chevrolet,170000,6.9
20240601,포드,187000,12.8
20211201,스바루,175000,11.5
20170401,아우디,211000,13.2
20240501,올즈모빌,220000,22.5
20170201,링컨,197000,10.7
20230901,아우디,212000,13.8
20240201,푸조,197000,12.0
20180201,링컨,193000,12.4
20211101,인피니티,216000,13.4
20160901,닛산,183000,8.1
20180901,볼보,203000,14.8
20180101,폰티악,228000,10.7
20200201,사이언,104000,11.4
20191101,포드,185000,12.4
20151201,벤츠,216000,14.2
20160501,렉서스,216000,10.9
20170801,볼보,215000,14.6
20190501,폰티악,137000,9.4
20200301,미니,160000,11.9
20211201,미니,155000,13.0
20171101,미니,133000,8.6
20180401,미니,156000,12.4
20161001,미니,178000,9.8
20190501,미니,154000,10.0
20170901,미니,123000,9.0
20181001,미쓰비시,140000,11.9
20200401,스즈키,103000,5.9
20160401,미니,129000,7.3
20190601,닛산,173000,10.3
20160701,폰티악,197000,17.1
20191101,닛산,182000,10.7
20180501,미니,169000,12.7
20160801,미니,126000,10.9
20151201,미니,103000,9.0
20220801,시트로엥,182000,9.1
20220901,시트로엥,169000,7.6
20200501,크라이슬러,202000,13.7
20170601,크라이슬러,192000,12.2
20221101,지프,208000,14.2
20230301,지프,237000,13.9
20191101,링컨,189000,11.9
20230901,링컨,212000,12.3
20200801,링컨,210000,12.0
20170801,링컨,176000,12.3
20230601,링컨,221000,12.4
20200401,포드,198000,13.1
20220301,링컨,211000,13.2
20171201,링컨,206000,13.9
20201001,링컨,177000,12.2
20240601,링컨,197000,12.7
20190301,링컨,192000,10.6
20151001,링컨,193000,9.9
20170601,링컨,199000,12.5
20151101,폭스바겐,184000,9.5
20211201,시트로엥,156000,8.0
20180901,포르쉐,161000,9.5
20201001,지프,214000,14.3
20171001,지프,280000,13.8
20151001,지프,178000,14.5
20210401,캐딜락,202000,13.9
20220401,캐딜락,210000,15.3
20180201,캐딜락,201000,13.5
20201201,캐딜락,192000,14.2
20200801,캐딜락,161000,13.9
20171101,캐딜락,189000,12.4
20181201,캐딜락,159000,12.5
20200401,캐딜락,187000,12.0
20230301,캐딜락,210000,13.7
20160801,캐딜락,179000,12.2
20160601,캐딜락,205000,11.5
20240201,캐딜락,178000,13.0
20221201,푸조,189000,12.0
20200801,푸조,212000,12.4
20210501,푸조,195000,12.3
20200201,푸조,184000,12.2
20220601,푸조,199000,12.2
20170801,푸조,176000,10.4
20180501,푸조,203000,12.1
20171201,푸조,199000,11.1
20161201,푸조,172000,10.3
20210601,푸조,206000,12.7
20200501,푸조,196000,12.4
20160101,푸조,175000,9.6
20220501,푸조,200000,12.9
20210301,포르쉐,199000,12.5
20231001,닷지,246000,17.6
20160701,닷지,206000,17.3
20220601,닷지,206000,15.9
20151101,지프,220000,15.2
20180401,사브,201000,17.1
20210701,사브,194000,17.9
20240601,사브,223000,18.5
20170701,사브,184000,14.7
20170501,사브,213000,15.5
20160901,사브,194000,17.1
20170901,사브,188000,16.5
20220201,사브,219000,17.8
20210201,사브,161000,15.6
20150801,사브,213000,16.6
20150901,크라이슬러,181000,11.7
20210101,닷지,158000,14.0
20180501,닷지,191000,15.4
20150901,닷지,237000,17.1
20180101,닷지,235000,17.6
20160801,닷지,192000,17.6
20161101,닷지,196000,17.4
20171201,사브,216000,17.9
20190101,지프,231000,13.5
20150801,지프,211000,15.3
20180901,캐딜락,135000,12.6
20240501,피아트,168000,10.4
20240601,재규어,188000,11.5
20191201,재규어,186000,11.3
20211001,재규어,191000,10.5
20230301,재규어,198000,12.1
20190601,재규어,179000,11.2
20180601,볼보,205000,13.5
20240101,볼보,206000,15.2
20190601,볼보,206000,14.9
20220601,볼보,219000,15.2
20221101,볼보,230000,14.3
20191201,볼보,207000,13.5
20151101,볼보,182000,15.7
20230701,렉서스,227000,16.5
20171201,렉서스,246000,12.8
20221101,벤틀리,214000,13.8
20220201,벤틀리,101000,11.7
20190701,재규어,164000,11.4
20240301,랜드로버,237000,14.1
20231101,랜드로버,225000,12.9
20190301,랜드로버,231000,15.1
20210201,랜드로버,236000,14.6
20160201,랜드로버,168000,7.9
20190701,랜드로버,195000,14.4
20170901,랜드로버,190000,11.6
20181101,랜드로버,200000,12.6
20160301,랜드로버,290000,12.8
20180301,재규어,160000,12.6
20150801,재규어,170000,10.3
20240601,마세라티,173000,9.3
20240501,마세라티,134000,8.5
20211101,마세라티,116000,7.0
20220301,마세라티,183000,7.5
20231001,마세라티,194000,7.3
20230901,포르쉐,180000,11.9
20160601,인피니티,194000,9.7
20220901,인피니티,212000,13.5
20221101,인피니티,202000,13.6
20201201,인피니티,195000,12.1
20170101,인피니티,156000,8.6
20200301,인피니티,204000,12.5
20180301,인피니티,146000,9.7
20151101,인피니티,152000,7.9
20180801,포르쉐,164000,12.2
20191101,포르쉐,171000,13.5
20210501,스바루,282000,9.2
20230501,스바루,213000,12.0
20200601,스바루,205000,8.1
20170801,닛산,151000,10.2
20231201,미쓰비시,197000,14.9
20230601,미쓰비시,178000,14.0
20240301,미쓰비시,219000,14.9
20221201,미쓰비시,214000,12.0
20220801,미쓰비시,175000,12.1
20200101,미쓰비시,167000,9.8
20240501,북기은상,204000,6.6
20221001,북기은상,172000,5.7
20221201,북기은상,121000,5.8
20180101,미쓰비시,221000,13.6
20231101,포르쉐,132000,12.3
20220601,포르쉐,175000,11.3
20210401,포르쉐,302000,9.7
20161101,스마트,165000,10.8
20231201,스마트,190000,14.7
20160201,미쓰비시,206000,13.4
20190801,다이하쓰,106000,10.3
20221001,다이하쓰,162000,15.2
20190801,스마트,140000,10.9
20210501,스마트,169000,12.6
20230201,아큐라,214000,15.8
20230501,폰티악,181000,27.8
20150701,폰티악,143000,19.3
20200701,이글,126000,21.3
20150801,이글,198000,18.2
20160801,피아트,155000,19.8
20160101,이글,407000,20.1
20161201,이글,302000,20.1
20190301,이글,160000,22.7
20150901,포르쉐,171000,14.9
20160601,Chevrolet,149000,17.5
20161001,시트로엥,500000,16.4
20170401,올즈모빌,159000,21.0
20221201,올즈모빌,295000,26.8
20160401,미쓰비시,137000,19.4
20160101,머큐리,145000,21.5
20200601,머큐리,215000,24.8
20210801,스마트,205000,8.5
20210101,마쯔다,199000,18.8
20161001,포르쉐,290000,14.0
20200201,마쯔다,165000,16.8
20230101,Chevrolet,393000,8.5
20160901,스즈키,158000,9.0
20230401,마쯔다,113000,14.6
20200101,사이언,223000,11.9
20201001,스즈키,235000,12.1
20200101,Chevrolet,179000,18.8
20220501,스즈키,138000,13.1
20210101,다이하쓰,190000,9.0
20211101,스즈키,133000,9.1
20220501,허머,224000,9.7
20200301,마쯔다,100000,8.8
